# 915 nm PL_38 Chip Heater Calibration Heater 11
# Chip Num PL 38 Down Structure
# Heater No = 11
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 4
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2024-11-29 17:05:37
#Current  diode_1  diode_2  diode_3  diode_4 
       0     8.58     6.07    11.65    25.38 
      10     8.53     6.06    11.62    25.44 
      20     8.53     6.08    11.64    25.39 
      30     8.49     6.14    11.64    25.37 
      40     8.47     6.19    11.75    25.32 
      50     8.41     6.26    11.85    25.43 
      60     8.36     6.33    11.95    25.30 
      70     8.26     6.41    12.03    25.22 
      80     8.20     6.52    12.12    25.10 
      90     8.11     6.62    12.31    24.91 
     100     8.00     6.75    12.48    24.72 
     110     7.89     6.88    12.62    24.63 
     120     7.76     7.02    12.80    24.50 
     130     7.62     7.15    13.00    24.30 
     140     7.47     7.31    13.19    24.07 
     150     7.29     7.55    13.39    23.78 
     160     7.13     7.74    13.70    23.51 
     170     6.96     7.93    14.01    23.24 
     180     6.76     8.16    14.27    23.03 
     190     6.56     8.41    14.55    22.74 
     200     6.35     8.65    14.95    22.36 
     210     6.15     8.91    15.27    22.05 
     220     5.92     9.17    15.64    21.63 
     230     5.68     9.41    16.05    21.23 
     240     5.45     9.72    16.44    20.79 
     250     5.22    10.00    16.90    20.37 
     260     4.99    10.22    17.37    19.88 
     270     4.74    10.53    17.77    19.41 
     280     4.50    10.85    18.31    18.80 
     290     4.24    11.11    18.74    18.27 
     300     4.00    11.45    19.36    17.71 
     310     3.75    11.79    19.88    17.12 
     320     3.50    12.09    20.48    16.44 
     330     3.25    12.39    21.01    15.79 
     340     3.01    12.72    21.67    15.11 
     350     2.78    13.05    22.34    14.42 
     360     2.56    13.39    22.95    13.77 
     370     2.35    13.69    23.60    13.04 
     380     2.14    13.97    24.33    12.32 
     390     1.94    14.25    25.01    11.57 
     400     1.76    14.61    25.75    10.81 
     410     1.59    14.84    26.49    10.02 
     420     1.45    15.07    27.21     9.29 
     430     1.31    15.39    27.91     8.58 
     440     1.18    15.64    28.60     7.81 
     450     1.07    15.84    29.46     7.10 
     460     0.97    16.00    30.18     6.34 
     470     0.89    16.20    31.00     5.63 
     480     0.83    16.37    31.77     4.93 
     490     0.79    16.49    32.52     4.25 
     500     0.76    16.51    33.25     3.61 
     510     0.75    16.73    33.85     3.00 
     520     0.76    16.70    34.55     2.44 
     530     0.79    16.72    35.23     1.91 
     540     0.83    16.66    35.85     1.46 
     550     0.88    16.71    36.21     1.07 
     560     0.96    16.55    36.51     0.74 
     570     1.04    16.43    37.00     0.50 
     580     1.13    16.31    37.25     0.34 
     590     1.23    15.81    37.65     0.25 
     600     1.34    15.62    37.72     0.25 
     610     1.46    15.39    37.55     0.37 
     620     1.58    14.99    37.33     0.58 
     630     1.70    14.73    36.95     0.91 
     640     1.80    14.26    36.59     1.32 
     650     1.89    13.77    36.30     1.82 
     660     1.97    13.34    35.70     2.47 
     670     2.07    13.04    34.82     3.24 
     680     2.16    12.67    34.08     4.12 
     690     2.20    12.16    33.47     5.10 
     700     2.29    11.87    32.41     6.24 
     710     2.33    11.51    31.56     7.45 
     720     2.37    11.19    30.44     8.79 
     730     2.40    10.92    29.28    10.25 
     740     2.43    10.61    28.01    11.86 
     750     2.41    10.26    26.99    13.45 
     760     2.43     9.99    25.38    15.34 
     770     2.39     9.65    24.22    16.97 
     780     2.36     9.34    22.74    18.79 
     790     2.34     9.02    21.24    20.59 
     800     2.31     8.78    19.75    22.36 
     810     2.30     8.42    18.19    24.14 
     820     2.31     8.11    16.76    25.58 
     830     2.33     7.75    15.26    27.18 
     840     2.39     7.36    13.96    28.58 
     850     2.49     7.00    12.82    29.80 
     860     2.63     6.59    11.76    30.90 
     870     2.82     6.17    10.82    31.89 
     880     3.05     5.71    10.05    32.73 
     890     3.39     5.29     9.58    33.22 
     900     3.75     4.77     9.17    33.81 
     910     4.16     4.27     9.02    33.88 
     920     4.70     3.81     9.11    33.78 
     930     5.12     3.19     9.25    33.88 
     940     5.75     2.70     9.68    33.15 
     950     6.52     2.23    10.39    32.30 
     960     7.24     1.77    11.19    31.12 
     970     7.92     1.33    12.09    29.83 
     980     8.62     0.95    13.02    28.21 
     990     9.27     0.65    14.32    26.16 
    1000     9.88     0.47    15.52    24.15 
    1010    10.30     0.41    16.84    22.03 
    1020    10.66     0.52    18.10    19.99 
    1030    11.17     0.77    19.48    17.59 
    1040    11.44     1.23    20.88    15.35 
    1050    11.65     1.89    22.24    13.10 
    1060    11.71     2.79    23.51    11.11 
    1070    11.71     3.96    24.67     9.05 
    1080    11.56     5.36    25.79     7.20 
    1090    11.20     7.07    26.55     5.51 
    1100    10.69     8.98    27.05     4.00 
    1110     9.98    11.02    27.12     2.68 
    1120     9.10    13.33    27.13     1.62 
    1130     8.13    15.68    26.72     0.82 
    1140     7.04    18.09    25.98     0.30 
    1150     5.94    20.43    24.86     0.06 
    1160     4.72    22.81    23.83     0.10 
    1170     3.72    25.25    22.58     0.42 
    1180     2.69    27.39    21.12     1.01 
    1190     1.76    29.37    19.60     1.84 
    1200     1.07    31.20    17.83     2.97 
    1210     0.51    32.48    16.04     4.31 
    1220     0.20    33.22    14.16     5.95 
    1230     0.13    33.45    12.32     7.65 
    1240     0.33    33.06    10.47     9.51 
    1250     0.76    32.01     8.68    11.54 
    1260     1.41    30.38     6.97    13.73 
    1270     2.18    28.21     5.37    16.09 
    1280     3.44    25.61     4.15    17.93 
    1290     4.82    22.72     3.08    19.98 
    1300     6.17    19.66     2.18    22.09 
